eventId,subEventName,tags,playerId,matchId,eventName,teamId,matchPeriod,eventSec,subEventId,id,x1,y1,x2,y2
8,Simple pass,['Accurate'],Sergej Milinkovi\u0107-Savi\u0107,"Serbia - Brazil, 0 - 2",Pass,Serbia,2H,2490.4833639999997,Simple pass,260716440,70,15,67.0,22.0
8,Simple pass,['Accurate'],Nemanja Mati\u0107,"Serbia - Brazil, 0 - 2",Pass,Serbia,2H,2493.750774,Simple pass,260716441,67,22,82.0,7.0
8,Cross,"['Left foot', 'Not accurate']",Aleksandar Kolarov,"Serbia - Brazil, 0 - 2",Pass,Serbia,2H,2496.683027,Cross,260716442,82,7,92.0,31.0
7,Clearance,"['Interception', 'Not accurate']",Thiago Emiliano da Silva,"Serbia - Brazil, 0 - 2",Others on the ball,Brazil,2H,2497.0950380000004,Clearance,260716031,8,69,25.0,64.0
1,Ground attacking duel,"['Free space right', 'Lost', 'Not accurate']",Nemanja Mati\u0107,"Serbia - Brazil, 0 - 2",Duel,Serbia,2H,2500.4160979999997,Ground attacking duel,260716443,75,36,76.0,70.0
1,Ground defending duel,"['Free space left', 'Won', 'Accurate']",Carlos Henrique Casimiro,"Serbia - Brazil, 0 - 2",Duel,Brazil,2H,2500.5438350000004,Ground defending duel,260716033,25,64,24.0,30.0
8,Head pass,"['Interception', 'Accurate']",Gabriel Fernando de Jesus,"Serbia - Brazil, 0 - 2",Pass,Brazil,2H,2502.376583,Head pass,260716034,24,30,9.0,51.0
7,Clearance,['Not accurate'],Thiago Emiliano da Silva,"Serbia - Brazil, 0 - 2",Others on the ball,Brazil,2H,2504.8699829999996,Clearance,260716036,9,51,22.0,16.0
1,Ground defending duel,"['Free space right', 'Lost', 'Not accurate']",Filipe Luis Kasmirski,"Serbia - Brazil, 0 - 2",Duel,Brazil,2H,2507.582289,Ground defending duel,260716037,22,16,22.0,20.0
1,Ground attacking duel,"['Free space left', 'Won', 'Accurate']",Antonio Rukavina,"Serbia - Brazil, 0 - 2",Duel,Serbia,2H,2508.556923,Ground attacking duel,260716444,78,84,78.0,80.0
8,Simple pass,['Accurate'],Antonio Rukavina,"Serbia - Brazil, 0 - 2",Pass,Serbia,2H,2509.61179,Simple pass,260716445,78,80,91.0,86.0
8,Simple pass,['Accurate'],Andrija \u017divkovi\u0107,"Serbia - Brazil, 0 - 2",Pass,Serbia,2H,2510.272057,Simple pass,260716446,91,86,91.0,69.0
8,Simple pass,['Accurate'],Du\u0161an Tadi\u0107,"Serbia - Brazil, 0 - 2",Pass,Serbia,2H,2512.272441,Simple pass,260716447,91,69,88.0,49.0
10,Shot,"['Right foot', 'Blocked', 'Not accurate']",Aleksandar Mitrovi\u0107,"Serbia - Brazil, 0 - 2",Shot,Serbia,2H,2513.102363,Shot,260716448,88,49,0.0,0.0
7,Touch,['Interception'],Fernando Luiz Rosa,"Serbia - Brazil, 0 - 2",Others on the ball,Brazil,2H,2514.8381419999996,Touch,260716040,9,50,20.0,29.0
8,Simple pass,['Accurate'],Nemanja Mati\u0107,"Serbia - Brazil, 0 - 2",Pass,Serbia,2H,2517.673415,Simple pass,260716449,80,71,86.0,72.0
1,Ground defending duel,"['Anticipated', 'Won', 'Accurate']",Filipe Luis Kasmirski,"Serbia - Brazil, 0 - 2",Duel,Brazil,2H,2518.2305829999996,Ground defending duel,260716042,14,28,30.0,27.0
1,Ground attacking duel,"['Anticipation', 'Lost', 'Not accurate']",Du\u0161an Tadi\u0107,"Serbia - Brazil, 0 - 2",Duel,Serbia,2H,2518.7773450000004,Ground attacking duel,260716450,86,72,70.0,73.0
1,Ground attacking duel,"['Take on left', 'Lost', 'Not accurate']",Gabriel Fernando de Jesus,"Serbia - Brazil, 0 - 2",Duel,Brazil,2H,2521.498122,Ground attacking duel,260716043,30,27,51.0,35.0
1,Ground defending duel,"['Take on right', 'Won', 'Accurate']",Sergej Milinkovi\u0107-Savi\u0107,"Serbia - Brazil, 0 - 2",Duel,Serbia,2H,2521.7704729999996,Ground defending duel,260716451,70,73,49.0,65.0
8,Simple pass,['Accurate'],Antonio Rukavina,"Serbia - Brazil, 0 - 2",Pass,Serbia,2H,2525.975179,Simple pass,260716452,49,65,60.0,37.0
8,Simple pass,['Accurate'],Milos Veljkovic,"Serbia - Brazil, 0 - 2",Pass,Serbia,2H,2530.0827790000003,Simple pass,260716453,60,37,71.0,7.0
8,Simple pass,['Accurate'],Aleksandar Kolarov,"Serbia - Brazil, 0 - 2",Pass,Serbia,2H,2534.1665730000004,Simple pass,260716454,71,7,74.0,22.0
1,Ground attacking duel,"['Take on left', 'Lost', 'Not accurate']",Nemanja Radonji\u0107,"Serbia - Brazil, 0 - 2",Duel,Serbia,2H,2537.1879,Ground attacking duel,260716455,74,22,91.0,11.0
1,Ground defending duel,"['Lost', 'Not accurate']",Nemanja Radonji\u0107,"Serbia - Brazil, 0 - 2",Duel,Serbia,2H,2538.6981880000003,Ground defending duel,260716456,91,11,79.0,18.0
1,Ground attacking duel,"['Won', 'Accurate']",F\u00e1gner Conserva Lemos,"Serbia - Brazil, 0 - 2",Duel,Brazil,2H,2539.802355,Ground attacking duel,260716044,9,89,21.0,82.0
8,Simple pass,['Accurate'],Fernando Luiz Rosa,"Serbia - Brazil, 0 - 2",Pass,Brazil,2H,2542.3047589999996,Simple pass,260716046,21,82,35.0,74.0
8,Simple pass,['Accurate'],Willian Borges da Silva,"Serbia - Brazil, 0 - 2",Pass,Brazil,2H,2544.656992,Simple pass,260716047,35,74,28.0,46.0
8,Simple pass,['Accurate'],Renato  Soares de Oliveira Augusto,"Serbia - Brazil, 0 - 2",Pass,Brazil,2H,2546.053535,Simple pass,260716050,28,46,22.0,58.0
8,Simple pass,['Accurate'],Carlos Henrique Casimiro,"Serbia - Brazil, 0 - 2",Pass,Brazil,2H,2547.197582,Simple pass,260716051,22,58,45.0,33.0
8,Simple pass,['Accurate'],Renato  Soares de Oliveira Augusto,"Serbia - Brazil, 0 - 2",Pass,Brazil,2H,2551.716475,Simple pass,260716052,45,33,48.0,50.0
8,Simple pass,['Accurate'],Neymar da Silva Santos Junior,"Serbia - Brazil, 0 - 2",Pass,Brazil,2H,2555.2286080000003,Simple pass,260716053,48,50,38.0,21.0
8,Simple pass,['Accurate'],Renato  Soares de Oliveira Augusto,"Serbia - Brazil, 0 - 2",Pass,Brazil,2H,2557.440804,Simple pass,260716055,38,21,41.0,27.0
8,Simple pass,['Accurate'],Filipe Luis Kasmirski,"Serbia - Brazil, 0 - 2",Pass,Brazil,2H,2557.510029,Simple pass,260716056,41,27,33.0,29.0
8,Simple pass,['Accurate'],Renato  Soares de Oliveira Augusto,"Serbia - Brazil, 0 - 2",Pass,Brazil,2H,2558.3221519999997,Simple pass,260716057,33,29,27.0,37.0
8,Simple pass,['Accurate'],Jo\u00e3o Miranda de Souza Filho,"Serbia - Brazil, 0 - 2",Pass,Brazil,2H,2560.1454460000004,Simple pass,260716058,27,37,35.0,50.0
8,Simple pass,['Accurate'],Carlos Henrique Casimiro,"Serbia - Brazil, 0 - 2",Pass,Brazil,2H,2562.307092,Simple pass,260716060,35,50,48.0,49.0
8,Simple pass,['Accurate'],Renato  Soares de Oliveira Augusto,"Serbia - Brazil, 0 - 2",Pass,Brazil,2H,2563.234488,Simple pass,260716061,48,49,48.0,80.0
8,Simple pass,['Accurate'],Fernando Luiz Rosa,"Serbia - Brazil, 0 - 2",Pass,Brazil,2H,2565.5406629999998,Simple pass,260716062,48,80,66.0,90.0
8,Simple pass,['Accurate'],Willian Borges da Silva,"Serbia - Brazil, 0 - 2",Pass,Brazil,2H,2567.76616,Simple pass,260716063,66,90,43.0,80.0
8,Simple pass,['Accurate'],Fernando Luiz Rosa,"Serbia - Brazil, 0 - 2",Pass,Brazil,2H,2569.3475710000002,Simple pass,260716064,43,80,41.0,91.0
8,Simple pass,['Accurate'],F\u00e1gner Conserva Lemos,"Serbia - Brazil, 0 - 2",Pass,Brazil,2H,2571.3791330000004,Simple pass,260716065,41,91,48.0,89.0
8,Simple pass,['Accurate'],Fernando Luiz Rosa,"Serbia - Brazil, 0 - 2",Pass,Brazil,2H,2572.027105,Simple pass,260716067,48,89,56.0,92.0
8,Simple pass,['Accurate'],Willian Borges da Silva,"Serbia - Brazil, 0 - 2",Pass,Brazil,2H,2573.701516,Simple pass,260716069,56,92,62.0,73.0
7,Acceleration,['Accurate'],Fernando Luiz Rosa,"Serbia - Brazil, 0 - 2",Others on the ball,Brazil,2H,2575.852758,Acceleration,260716072,62,73,74.0,88.0
8,Cross,"['Right foot', 'Accurate']",Fernando Luiz Rosa,"Serbia - Brazil, 0 - 2",Pass,Brazil,2H,2576.7733989999997,Cross,260716074,74,88,90.0,28.0
1,Ground defending duel,"['Free space left', 'Lost', 'Not accurate']",Nikola Milenkovi\u0107,"Serbia - Brazil, 0 - 2",Duel,Serbia,2H,2580.897865,Ground defending duel,260716461,10,72,12.0,73.0
1,Ground attacking duel,"['Free space right', 'Won', 'Accurate']",Neymar da Silva Santos Junior,"Serbia - Brazil, 0 - 2",Duel,Brazil,2H,2581.3205470000003,Ground attacking duel,260716078,90,28,88.0,27.0
10,Shot,"['Right foot', 'Blocked', 'Not accurate']",Neymar da Silva Santos Junior,"Serbia - Brazil, 0 - 2",Shot,Brazil,2H,2581.9636659999996,Shot,260716080,88,27,100.0,100.0
7,Touch,['Interception'],Nikola Milenkovi\u0107,"Serbia - Brazil, 0 - 2",Others on the ball,Serbia,2H,2582.1917780000003,Touch,260716462,12,71,6.0,73.0
1,Ground attacking duel,"['Neutral', 'Accurate']",Neymar da Silva Santos Junior,"Serbia - Brazil, 0 - 2",Duel,Brazil,2H,2583.912142,Ground attacking duel,260716081,94,27,90.0,33.0
1,Ground defending duel,"['Neutral', 'Accurate']",Nikola Milenkovi\u0107,"Serbia - Brazil, 0 - 2",Duel,Serbia,2H,2584.093976,Ground defending duel,260716463,6,73,10.0,67.0
1,Ground attacking duel,"['Lost', 'Not accurate']",Neymar da Silva Santos Junior,"Serbia - Brazil, 0 - 2",Duel,Brazil,2H,2585.2342989999997,Ground attacking duel,260716083,90,33,77.0,29.0
1,Ground defending duel,"['Won', 'Accurate']",Antonio Rukavina,"Serbia - Brazil, 0 - 2",Duel,Serbia,2H,2585.443736,Ground defending duel,260716464,10,67,23.0,71.0
8,Simple pass,['Accurate'],Andrija \u017divkovi\u0107,"Serbia - Brazil, 0 - 2",Pass,Serbia,2H,2588.181925,Simple pass,260716465,23,71,32.0,26.0
1,Ground attacking duel,"['Lost', 'Not accurate']",Nemanja Radonji\u0107,"Serbia - Brazil, 0 - 2",Duel,Serbia,2H,2589.3745870000002,Ground attacking duel,260716466,32,26,27.0,28.0
7,Touch,['Interception'],Fernando Luiz Rosa,"Serbia - Brazil, 0 - 2",Others on the ball,Brazil,2H,2591.0193360000003,Touch,260716086,73,72,68.0,67.0
8,Simple pass,"['Interception', 'Accurate']",F\u00e1gner Conserva Lemos,"Serbia - Brazil, 0 - 2",Pass,Brazil,2H,2591.3522359999997,Simple pass,260716087,68,67,69.0,66.0
7,Touch,[],Fernando Luiz Rosa,"Serbia - Brazil, 0 - 2",Others on the ball,Brazil,2H,2591.9273940000003,Touch,260716089,69,66,66.0,71.0
8,Simple pass,['Accurate'],Andrija \u017divkovi\u0107,"Serbia - Brazil, 0 - 2",Pass,Serbia,2H,2592.7818989999996,Simple pass,260716467,34,29,40.0,27.0
7,Touch,[],Du\u0161an Tadi\u0107,"Serbia - Brazil, 0 - 2",Others on the ball,Serbia,2H,2594.275702,Touch,260716468,40,27,62.0,18.0
8,Simple pass,['Accurate'],Du\u0161an Tadi\u0107,"Serbia - Brazil, 0 - 2",Pass,Serbia,2H,2601.303981,Simple pass,260716470,62,18,64.0,11.0
8,Simple pass,['Accurate'],Nemanja Radonji\u0107,"Serbia - Brazil, 0 - 2",Pass,Serbia,2H,2605.003224,Simple pass,260716472,64,11,57.0,26.0
8,Simple pass,['Accurate'],Nemanja Mati\u0107,"Serbia - Brazil, 0 - 2",Pass,Serbia,2H,2609.937588,Simple pass,260716473,57,26,68.0,22.0
7,Touch,[],Nemanja Radonji\u0107,"Serbia - Brazil, 0 - 2",Others on the ball,Serbia,2H,2612.2046630000004,Touch,260716474,68,22,83.0,16.0
8,Simple pass,['Accurate'],Nemanja Radonji\u0107,"Serbia - Brazil, 0 - 2",Pass,Serbia,2H,2616.8728419999998,Simple pass,260716476,83,16,93.0,9.0
8,Cross,"['Left foot', 'Blocked', 'Not accurate']",Andrija \u017divkovi\u0107,"Serbia - Brazil, 0 - 2",Pass,Serbia,2H,2618.077117,Cross,260716477,93,9,0.0,0.0
7,Touch,['Interception'],F\u00e1gner Conserva Lemos,"Serbia - Brazil, 0 - 2",Others on the ball,Brazil,2H,2620.165242,Touch,260716095,3,91,9.0,100.0
3,Throw in,['Accurate'],Aleksandar Kolarov,"Serbia - Brazil, 0 - 2",Free Kick,Serbia,2H,2643.4304169999996,Throw in,260716478,83,0,70.0,20.0
8,Simple pass,['Accurate'],Milos Veljkovic,"Serbia - Brazil, 0 - 2",Pass,Serbia,2H,2647.682288,Simple pass,260716479,70,20,77.0,20.0
8,Simple pass,['Accurate'],Nemanja Mati\u0107,"Serbia - Brazil, 0 - 2",Pass,Serbia,2H,2650.3384130000004,Simple pass,260716480,77,20,89.0,4.0
8,Simple pass,['Accurate'],Aleksandar Kolarov,"Serbia - Brazil, 0 - 2",Pass,Serbia,2H,2652.8174799999997,Simple pass,260716481,89,4,91.0,28.0
1,Ground attacking duel,"['Free space left', 'Won', 'Accurate']",Nemanja Radonji\u0107,"Serbia - Brazil, 0 - 2",Duel,Serbia,2H,2656.020421,Ground attacking duel,260716482,91,28,99.0,30.0
1,Ground defending duel,"['Free space right', 'Lost', 'Not accurate']",F\u00e1gner Conserva Lemos,"Serbia - Brazil, 0 - 2",Duel,Brazil,2H,2657.149021,Ground defending duel,260716099,9,72,1.0,70.0
8,Cross,"['Left foot', 'Not accurate']",Nemanja Radonji\u0107,"Serbia - Brazil, 0 - 2",Pass,Serbia,2H,2657.7419929999996,Cross,260716483,99,30,95.0,50.0
7,Clearance,"['Interception', 'Accurate']",Thiago Emiliano da Silva,"Serbia - Brazil, 0 - 2",Others on the ball,Brazil,2H,2659.5289199999997,Clearance,260716100,5,50,10.0,84.0
1,Ground loose ball duel,"['Won', 'Accurate']",Willian Borges da Silva,"Serbia - Brazil, 0 - 2",Duel,Brazil,2H,2661.1288219999997,Ground loose ball duel,260716102,10,84,9.0,86.0
1,Ground loose ball duel,"['Lost', 'Not accurate']",Aleksandar Kolarov,"Serbia - Brazil, 0 - 2",Duel,Serbia,2H,2661.57628,Ground loose ball duel,260716484,90,16,91.0,14.0
7,Clearance,['Not accurate'],Willian Borges da Silva,"Serbia - Brazil, 0 - 2",Others on the ball,Brazil,2H,2662.8511259999996,Clearance,260716104,9,86,25.0,100.0
3,Throw in,['Accurate'],Aleksandar Kolarov,"Serbia - Brazil, 0 - 2",Free Kick,Serbia,2H,2668.9447499999997,Throw in,260716485,85,0,94.0,13.0
8,Simple pass,['Accurate'],Nemanja Radonji\u0107,"Serbia - Brazil, 0 - 2",Pass,Serbia,2H,2669.800714,Simple pass,260716486,94,13,87.0,15.0
1,Ground attacking duel,"['Lost', 'Not accurate']",Nemanja Mati\u0107,"Serbia - Brazil, 0 - 2",Duel,Serbia,2H,2670.7552809999997,Ground attacking duel,260716487,87,15,86.0,17.0
1,Ground defending duel,"['Won', 'Accurate']",Gabriel Fernando de Jesus,"Serbia - Brazil, 0 - 2",Duel,Brazil,2H,2670.7771540000003,Ground defending duel,260716106,13,85,14.0,83.0
8,Simple pass,['Not accurate'],F\u00e1gner Conserva Lemos,"Serbia - Brazil, 0 - 2",Pass,Brazil,2H,2671.7065869999997,Simple pass,260716107,14,83,22.0,78.0
8,Simple pass,['Not accurate'],Sergej Milinkovi\u0107-Savi\u0107,"Serbia - Brazil, 0 - 2",Pass,Serbia,2H,2675.6967219999997,Simple pass,260716488,78,22,87.0,9.0
8,Head pass,"['Interception', 'Accurate']",Willian Borges da Silva,"Serbia - Brazil, 0 - 2",Pass,Brazil,2H,2676.469043,Head pass,260716109,13,91,9.0,83.0
1,Ground attacking duel,"['Lost', 'Not accurate']",Gabriel Fernando de Jesus,"Serbia - Brazil, 0 - 2",Duel,Brazil,2H,2678.735012,Ground attacking duel,260716111,9,83,3.0,85.0
1,Ground defending duel,"['Won', 'Accurate']",Nemanja Mati\u0107,"Serbia - Brazil, 0 - 2",Duel,Serbia,2H,2679.077808,Ground defending duel,260716489,91,17,97.0,15.0
1,Ground defending duel,"['Neutral', 'Accurate']",Gabriel Fernando de Jesus,"Serbia - Brazil, 0 - 2",Duel,Brazil,2H,2682.4886610000003,Ground defending duel,260716113,3,85,5.0,82.0
1,Ground attacking duel,"['Neutral', 'Accurate']",Nemanja Mati\u0107,"Serbia - Brazil, 0 - 2",Duel,Serbia,2H,2683.5814060000002,Ground attacking duel,260716490,97,15,95.0,18.0
8,Simple pass,['Not accurate'],Nemanja Mati\u0107,"Serbia - Brazil, 0 - 2",Pass,Serbia,2H,2685.1033319999997,Simple pass,260716491,95,18,95.0,15.0
7,Touch,"['Counter attack', 'Interception']",Willian Borges da Silva,"Serbia - Brazil, 0 - 2",Others on the ball,Brazil,2H,2685.458041,Touch,260716115,5,85,6.0,88.0
8,Simple pass,"['Counter attack', 'Accurate']",Gabriel Fernando de Jesus,"Serbia - Brazil, 0 - 2",Pass,Brazil,2H,2687.180983,Simple pass,260716116,6,88,33.0,86.0
8,Simple pass,"['Counter attack', 'Accurate']",Renato  Soares de Oliveira Augusto,"Serbia - Brazil, 0 - 2",Pass,Brazil,2H,2690.093699,Simple pass,260716117,33,86,40.0,69.0
8,Simple pass,"['Counter attack', 'Accurate']",Neymar da Silva Santos Junior,"Serbia - Brazil, 0 - 2",Pass,Brazil,2H,2691.977396,Simple pass,260716118,40,69,45.0,48.0
1,Ground attacking duel,"['Counter attack', 'Lost', 'Not accurate']",Carlos Henrique Casimiro,"Serbia - Brazil, 0 - 2",Duel,Brazil,2H,2695.986855,Ground attacking duel,260716120,45,48,44.0,38.0
1,Ground defending duel,"['Won', 'Accurate']",Du\u0161an Tadi\u0107,"Serbia - Brazil, 0 - 2",Duel,Serbia,2H,2696.234792,Ground defending duel,260716493,55,52,56.0,62.0
7,Touch,[],Andrija \u017divkovi\u0107,"Serbia - Brazil, 0 - 2",Others on the ball,Serbia,2H,2698.025678,Touch,260716494,56,62,75.0,68.0
8,Simple pass,['Accurate'],Andrija \u017divkovi\u0107,"Serbia - Brazil, 0 - 2",Pass,Serbia,2H,2703.1746329999996,Simple pass,260716496,75,68,85.0,72.0
8,Simple pass,['Accurate'],Du\u0161an Tadi\u0107,"Serbia - Brazil, 0 - 2",Pass,Serbia,2H,2705.8964509999996,Simple pass,260716497,85,72,92.0,71.0
8,Simple pass,['Not accurate'],Andrija \u017divkovi\u0107,"Serbia - Brazil, 0 - 2",Pass,Serbia,2H,2707.0565960000004,Simple pass,260716499,92,71,95.0,67.0
7,Touch,['Interception'],Filipe Luis Kasmirski,"Serbia - Brazil, 0 - 2",Others on the ball,Brazil,2H,2709.0288,Touch,260716125,5,33,20.0,11.0
1,Ground defending duel,"['Lost', 'Not accurate']",Filipe Luis Kasmirski,"Serbia - Brazil, 0 - 2",Duel,Brazil,2H,2713.1413220000004,Ground defending duel,260716127,20,11,17.0,4.0
1,Ground attacking duel,"['Won', 'Accurate']",Andrija \u017divkovi\u0107,"Serbia - Brazil, 0 - 2",Duel,Serbia,2H,2713.179629,Ground attacking duel,260716500,80,89,83.0,96.0
8,Simple pass,['Accurate'],Andrija \u017divkovi\u0107,"Serbia - Brazil, 0 - 2",Pass,Serbia,2H,2713.7996679999997,Simple pass,260716501,83,96,88.0,91.0
8,Simple pass,['Accurate'],Antonio Rukavina,"Serbia - Brazil, 0 - 2",Pass,Serbia,2H,2715.75112,Simple pass,260716503,88,91,78.0,81.0
8,Cross,"['Left foot', 'High', 'Not accurate']",Andrija \u017divkovi\u0107,"Serbia - Brazil, 0 - 2",Pass,Serbia,2H,2718.346718,Cross,260716504,78,81,89.0,58.0
7,Clearance,"['Interception', 'Not accurate']",Jo\u00e3o Miranda de Souza Filho,"Serbia - Brazil, 0 - 2",Others on the ball,Brazil,2H,2718.5411329999997,Clearance,260716129,11,42,39.0,32.0
8,Simple pass,['Accurate'],Nikola Milenkovi\u0107,"Serbia - Brazil, 0 - 2",Pass,Serbia,2H,2722.948013,Simple pass,260716505,61,68,72.0,42.0
8,Simple pass,['Accurate'],Milos Veljkovic,"Serbia - Brazil, 0 - 2",Pass,Serbia,2H,2724.464596,Simple pass,260716506,72,42,68.0,31.0
8,Simple pass,['Accurate'],Nemanja Radonji\u0107,"Serbia - Brazil, 0 - 2",Pass,Serbia,2H,2726.376763,Simple pass,260716507,68,31,78.0,29.0
8,Simple pass,['Not accurate'],Nemanja Mati\u0107,"Serbia - Brazil, 0 - 2",Pass,Serbia,2H,2729.012673,Simple pass,260716508,78,29,83.0,15.0
7,Touch,"['Counter attack', 'Interception']",Willian Borges da Silva,"Serbia - Brazil, 0 - 2",Others on the ball,Brazil,2H,2732.1119420000005,Touch,260716131,17,85,33.0,80.0
8,Simple pass,"['Counter attack', 'Accurate']",Willian Borges da Silva,"Serbia - Brazil, 0 - 2",Pass,Brazil,2H,2736.9919280000004,Simple pass,260716132,33,80,60.0,37.0
7,Acceleration,"['Counter attack', 'Accurate']",Renato  Soares de Oliveira Augusto,"Serbia - Brazil, 0 - 2",Others on the ball,Brazil,2H,2740.38284,Acceleration,260716137,60,37,65.0,42.0
8,Simple pass,"['Counter attack', 'Accurate']",Renato  Soares de Oliveira Augusto,"Serbia - Brazil, 0 - 2",Pass,Brazil,2H,2741.53035,Simple pass,260716226,65,42,89.0,94.0
1,Ground attacking duel,"['Counter attack', 'Neutral', 'Accurate']",Willian Borges da Silva,"Serbia - Brazil, 0 - 2",Duel,Brazil,2H,2747.0459220000002,Ground attacking duel,260716141,89,94,78.0,87.0
1,Ground defending duel,"['Neutral', 'Accurate']",Milos Veljkovic,"Serbia - Brazil, 0 - 2",Duel,Serbia,2H,2747.4510250000003,Ground defending duel,260716513,11,6,22.0,13.0
8,Simple pass,"['Counter attack', 'Accurate']",Willian Borges da Silva,"Serbia - Brazil, 0 - 2",Pass,Brazil,2H,2754.4598939999996,Simple pass,260716142,78,87,87.0,85.0
8,Cross,"['Counter attack', 'Right foot', 'Not accurate']",Fernando Luiz Rosa,"Serbia - Brazil, 0 - 2",Pass,Brazil,2H,2756.4559440000003,Cross,260716146,87,85,80.0,69.0
8,Simple pass,"['Interception', 'Accurate']",Sergej Milinkovi\u0107-Savi\u0107,"Serbia - Brazil, 0 - 2",Pass,Serbia,2H,2760.2659890000004,Simple pass,260716514,20,31,38.0,10.0
7,Touch,[],Nemanja Radonji\u0107,"Serbia - Brazil, 0 - 2",Others on the ball,Serbia,2H,2762.554424,Touch,260716515,38,10,65.0,28.0
1,Ground defending duel,"['Free space left', 'Lost', 'Not accurate']",Thiago Emiliano da Silva,"Serbia - Brazil, 0 - 2",Duel,Brazil,2H,2768.2553500000004,Ground defending duel,260716150,35,72,33.0,65.0
1,Ground attacking duel,"['Free space right', 'Won', 'Accurate']",Nemanja Radonji\u0107,"Serbia - Brazil, 0 - 2",Duel,Serbia,2H,2768.302844,Ground attacking duel,260716516,65,28,67.0,35.0
8,Simple pass,['Accurate'],Nemanja Radonji\u0107,"Serbia - Brazil, 0 - 2",Pass,Serbia,2H,2769.5179770000004,Simple pass,260716517,67,35,76.0,79.0
1,Ground defending duel,"['Free space right', 'Lost', 'Not accurate']",Filipe Luis Kasmirski,"Serbia - Brazil, 0 - 2",Duel,Brazil,2H,2773.8658109999997,Ground defending duel,260716159,24,21,19.0,25.0
1,Ground attacking duel,"['Free space left', 'Won', 'Accurate']",Andrija \u017divkovi\u0107,"Serbia - Brazil, 0 - 2",Duel,Serbia,2H,2774.7989820000003,Ground attacking duel,260716518,76,79,81.0,75.0
10,Shot,"['Left foot', 'Opportunity', 'Position: Out high left', 'Not accurate']",Andrija \u017divkovi\u0107,"Serbia - Brazil, 0 - 2",Shot,Serbia,2H,2775.526919,Shot,260716522,81,75,0.0,0.0
3,Goal kick,[],Alisson Rams\u00e9s Becker,"Serbia - Brazil, 0 - 2",Free Kick,Brazil,2H,2795.084282,Goal kick,260788094,100,100,34.0,99.0
8,Simple pass,['Accurate'],Willian Borges da Silva,"Serbia - Brazil, 0 - 2",Pass,Brazil,2H,2801.692739,Simple pass,260716164,34,99,10.0,72.0
8,Simple pass,['Accurate'],Thiago Emiliano da Silva,"Serbia - Brazil, 0 - 2",Pass,Brazil,2H,2805.470203,Simple pass,260716165,10,72,20.0,28.0
8,Simple pass,['Accurate'],Jo\u00e3o Miranda de Souza Filho,"Serbia - Brazil, 0 - 2",Pass,Brazil,2H,2808.605203,Simple pass,260716170,20,28,31.0,45.0
8,Simple pass,['Accurate'],Carlos Henrique Casimiro,"Serbia - Brazil, 0 - 2",Pass,Brazil,2H,2810.8156630000003,Simple pass,260716172,31,45,25.0,29.0
8,Simple pass,['Accurate'],Jo\u00e3o Miranda de Souza Filho,"Serbia - Brazil, 0 - 2",Pass,Brazil,2H,2811.555872,Simple pass,260716173,25,29,29.0,33.0
8,Simple pass,['Accurate'],Renato  Soares de Oliveira Augusto,"Serbia - Brazil, 0 - 2",Pass,Brazil,2H,2812.399808,Simple pass,260716174,29,33,28.0,33.0
8,Simple pass,['Accurate'],Jo\u00e3o Miranda de Souza Filho,"Serbia - Brazil, 0 - 2",Pass,Brazil,2H,2813.3769899999998,Simple pass,260716175,28,33,29.0,49.0
8,Simple pass,['Accurate'],Carlos Henrique Casimiro,"Serbia - Brazil, 0 - 2",Pass,Brazil,2H,2815.5861990000003,Simple pass,260716177,29,49,43.0,71.0
8,Simple pass,['Accurate'],Fernando Luiz Rosa,"Serbia - Brazil, 0 - 2",Pass,Brazil,2H,2818.30473,Simple pass,260716178,43,71,31.0,92.0
8,Simple pass,['Accurate'],F\u00e1gner Conserva Lemos,"Serbia - Brazil, 0 - 2",Pass,Brazil,2H,2820.649725,Simple pass,260716180,31,92,26.0,69.0
8,Simple pass,['Accurate'],Thiago Emiliano da Silva,"Serbia - Brazil, 0 - 2",Pass,Brazil,2H,2824.0709210000005,Simple pass,260716181,26,69,26.0,22.0
8,Simple pass,['Accurate'],Jo\u00e3o Miranda de Souza Filho,"Serbia - Brazil, 0 - 2",Pass,Brazil,2H,2827.1615439999996,Simple pass,260716182,26,22,35.0,27.0
8,Simple pass,['Accurate'],Renato  Soares de Oliveira Augusto,"Serbia - Brazil, 0 - 2",Pass,Brazil,2H,2830.460365,Simple pass,260716183,35,27,34.0,41.0
8,Simple pass,['Accurate'],Carlos Henrique Casimiro,"Serbia - Brazil, 0 - 2",Pass,Brazil,2H,2830.99578,Simple pass,260716184,34,41,37.0,30.0
8,Simple pass,['Accurate'],Renato  Soares de Oliveira Augusto,"Serbia - Brazil, 0 - 2",Pass,Brazil,2H,2832.828356,Simple pass,260716186,37,30,42.0,75.0
8,Simple pass,['Accurate'],Fernando Luiz Rosa,"Serbia - Brazil, 0 - 2",Pass,Brazil,2H,2835.6963809999997,Simple pass,260716187,42,75,33.0,91.0
8,Simple pass,['Accurate'],F\u00e1gner Conserva Lemos,"Serbia - Brazil, 0 - 2",Pass,Brazil,2H,2838.554784,Simple pass,260716188,33,91,37.0,72.0
8,Simple pass,['Accurate'],Fernando Luiz Rosa,"Serbia - Brazil, 0 - 2",Pass,Brazil,2H,2840.803092,Simple pass,260716190,37,72,30.0,92.0
