eventId,subEventName,tags,playerId,matchId,eventName,teamId,matchPeriod,eventSec,subEventId,id,x1,y1,x2,y2
8,Simple pass,['Accurate'],Mohammad Ibrahim Al Sahlawi,"Russia - Saudi Arabia, 5 - 0",Pass,Saudi Arabia,1H,1.656214,Simple pass,258612104,50,50,35.0,53.0
8,High pass,['Accurate'],Abdullah Ibrahim Otayf,"Russia - Saudi Arabia, 5 - 0",Pass,Saudi Arabia,1H,4.487814,High pass,258612106,35,53,75.0,19.0
1,Air duel,"['Won', 'Accurate']",Ilya Kutepov,"Russia - Saudi Arabia, 5 - 0",Duel,Russia,1H,5.937411000000001,Air duel,258612077,25,81,37.0,83.0
1,Air duel,"['Lost', 'Not accurate']",Yasir Gharsan Al Shahrani,"Russia - Saudi Arabia, 5 - 0",Duel,Saudi Arabia,1H,6.406960999999999,Air duel,258612112,75,19,63.0,17.0
8,Simple pass,['Accurate'],Salman Mohammed Al Faraj,"Russia - Saudi Arabia, 5 - 0",Pass,Saudi Arabia,1H,8.562166999999999,Simple pass,258612110,63,17,71.0,15.0
8,Simple pass,['Accurate'],Salem Mohammed Al Dawsari,"Russia - Saudi Arabia, 5 - 0",Pass,Saudi Arabia,1H,10.991292000000001,Simple pass,258612113,71,15,92.0,11.0
1,Ground attacking duel,"['Free space right', 'Won', 'Accurate']",Salman Mohammed Al Faraj,"Russia - Saudi Arabia, 5 - 0",Duel,Saudi Arabia,1H,14.081637,Ground attacking duel,258612115,92,11,88.0,11.0
8,Simple pass,['Accurate'],Salman Mohammed Al Faraj,"Russia - Saudi Arabia, 5 - 0",Pass,Saudi Arabia,1H,15.039162999999999,Simple pass,258612116,88,11,88.0,13.0
8,Simple pass,['Accurate'],Yasir Gharsan Al Shahrani,"Russia - Saudi Arabia, 5 - 0",Pass,Saudi Arabia,1H,16.438878,Simple pass,258612117,88,13,70.0,13.0
8,Simple pass,['Accurate'],Salem Mohammed Al Dawsari,"Russia - Saudi Arabia, 5 - 0",Pass,Saudi Arabia,1H,17.745299,Simple pass,258612119,70,13,71.0,28.0
8,Simple pass,['Accurate'],Abdullah Ibrahim Otayf,"Russia - Saudi Arabia, 5 - 0",Pass,Saudi Arabia,1H,19.097188,Simple pass,258612120,71,28,61.0,4.0
1,Ground defending duel,"['Take on right', 'Neutral', 'Accurate']",Alexandr Samedov,"Russia - Saudi Arabia, 5 - 0",Duel,Russia,1H,21.564677000000003,Ground defending duel,258612080,39,96,41.0,100.0
1,Ground attacking duel,"['Take on left', 'Neutral', 'Accurate']",Salem Mohammed Al Dawsari,"Russia - Saudi Arabia, 5 - 0",Duel,Saudi Arabia,1H,21.794490000000003,Ground attacking duel,259141706,61,4,59.0,0.0
3,Throw in,['Accurate'],Yasir Gharsan Al Shahrani,"Russia - Saudi Arabia, 5 - 0",Free Kick,Saudi Arabia,1H,36.815886,Throw in,258612125,59,0,74.0,1.0
1,Ground attacking duel,"['Free space left', 'Lost', 'Not accurate']",Salem Mohammed Al Dawsari,"Russia - Saudi Arabia, 5 - 0",Duel,Saudi Arabia,1H,38.625021,Ground attacking duel,258612127,74,1,71.0,2.0
1,Ground defending duel,"['Free space right', 'Won', 'Accurate']",M\u00e1rio Figueira Fernandes,"Russia - Saudi Arabia, 5 - 0",Duel,Russia,1H,39.053501,Ground defending duel,258612081,26,99,29.0,98.0
8,Simple pass,['Accurate'],Alexandr Samedov,"Russia - Saudi Arabia, 5 - 0",Pass,Russia,1H,40.596294,Simple pass,258612082,29,98,46.0,84.0
8,Simple pass,['Not accurate'],Fyodor Smolov,"Russia - Saudi Arabia, 5 - 0",Pass,Russia,1H,43.149358,Simple pass,258612085,46,84,59.0,65.0
8,Simple pass,['Not accurate'],Taisir Jabir Al Jassim,"Russia - Saudi Arabia, 5 - 0",Pass,Saudi Arabia,1H,44.306548,Simple pass,258612130,41,35,36.0,11.0
1,Ground attacking duel,"['Take on right', 'Won', 'Accurate']",Alexandr Samedov,"Russia - Saudi Arabia, 5 - 0",Duel,Russia,1H,45.7993,Ground attacking duel,258612086,64,89,65.0,89.0
1,Ground defending duel,"['Take on left', 'Lost', 'Not accurate']",Omar Ibrahim Omar Othman Hawsawi,"Russia - Saudi Arabia, 5 - 0",Duel,Saudi Arabia,1H,46.315335,Ground defending duel,258612133,36,11,35.0,11.0
2,Foul,[],Omar Ibrahim Omar Othman Hawsawi,"Russia - Saudi Arabia, 5 - 0",Foul,Saudi Arabia,1H,48.081377,Foul,258612134,35,11,36.0,11.0
3,Free Kick,['Accurate'],M\u00e1rio Figueira Fernandes,"Russia - Saudi Arabia, 5 - 0",Free Kick,Russia,1H,62.09139999999999,Free Kick,258612087,65,100,39.0,74.0
8,Simple pass,['Accurate'],Ilya Kutepov,"Russia - Saudi Arabia, 5 - 0",Pass,Russia,1H,66.167914,Simple pass,258612088,39,74,42.0,42.0
8,Simple pass,['Accurate'],Sergei Ignashevich,"Russia - Saudi Arabia, 5 - 0",Pass,Russia,1H,70.22301,Simple pass,258612089,42,42,38.0,81.0
8,High pass,['Accurate'],Ilya Kutepov,"Russia - Saudi Arabia, 5 - 0",Pass,Russia,1H,72.535258,High pass,258612090,38,81,67.0,87.0
1,Air duel,"['Lost', 'Not accurate']",Yasir Gharsan Al Shahrani,"Russia - Saudi Arabia, 5 - 0",Duel,Saudi Arabia,1H,75.376231,Air duel,258612136,33,13,11.0,8.0
1,Air duel,"['Won', 'Accurate']",Alexandr Samedov,"Russia - Saudi Arabia, 5 - 0",Duel,Russia,1H,75.950657,Air duel,258612091,67,87,89.0,92.0
7,Clearance,['Not accurate'],Omar Ibrahim Omar Othman Hawsawi,"Russia - Saudi Arabia, 5 - 0",Others on the ball,Saudi Arabia,1H,80.358436,Clearance,258612137,11,8,28.0,0.0
3,Throw in,['Accurate'],M\u00e1rio Figueira Fernandes,"Russia - Saudi Arabia, 5 - 0",Free Kick,Russia,1H,93.204477,Throw in,258612093,88,100,90.0,86.0
8,Simple pass,['Accurate'],Alexandr Samedov,"Russia - Saudi Arabia, 5 - 0",Pass,Russia,1H,94.67928,Simple pass,258612094,90,86,81.0,89.0
8,Simple pass,['Accurate'],M\u00e1rio Figueira Fernandes,"Russia - Saudi Arabia, 5 - 0",Pass,Russia,1H,96.361991,Simple pass,258612095,81,89,93.0,70.0
1,Ground defending duel,"['Free space left', 'Lost', 'Not accurate']",Omar Ibrahim Omar Othman Hawsawi,"Russia - Saudi Arabia, 5 - 0",Duel,Saudi Arabia,1H,97.82974,Ground defending duel,258612140,7,30,30.0,27.0
1,Ground attacking duel,"['Free space right', 'Won', 'Accurate']",Alan Dzagoev,"Russia - Saudi Arabia, 5 - 0",Duel,Russia,1H,97.975776,Ground attacking duel,258612098,93,70,70.0,73.0
8,Simple pass,['Not accurate'],Roman Zobnin,"Russia - Saudi Arabia, 5 - 0",Pass,Russia,1H,99.828278,Simple pass,258612099,70,73,91.0,72.0
8,Simple pass,['Not accurate'],Omar Ibrahim Omar Othman Hawsawi,"Russia - Saudi Arabia, 5 - 0",Pass,Saudi Arabia,1H,100.350024,Simple pass,258612141,9,28,21.0,16.0
7,Touch,['Missed ball'],Yury Gazinskiy,"Russia - Saudi Arabia, 5 - 0",Others on the ball,Russia,1H,101.723902,Touch,258612100,79,84,75.0,84.0
1,Ground attacking duel,"['Free space right', 'Anticipation', 'Won', 'Accurate']",Salem Mohammed Al Dawsari,"Russia - Saudi Arabia, 5 - 0",Duel,Saudi Arabia,1H,103.003308,Ground attacking duel,258612142,25,16,21.0,15.0
1,Ground defending duel,"['Free space left', 'Anticipated', 'Lost', 'Not accurate']",Aleksandr Golovin,"Russia - Saudi Arabia, 5 - 0",Duel,Russia,1H,103.72554,Ground defending duel,258612102,75,84,79.0,85.0
8,Simple pass,['Accurate'],Salem Mohammed Al Dawsari,"Russia - Saudi Arabia, 5 - 0",Pass,Saudi Arabia,1H,103.909974,Simple pass,258612143,21,15,26.0,24.0
1,Ground loose ball duel,"['Lost', 'Not accurate']",Yury Gazinskiy,"Russia - Saudi Arabia, 5 - 0",Duel,Russia,1H,104.401334,Ground loose ball duel,258612101,74,76,74.0,82.0
1,Ground loose ball duel,"['Won', 'Accurate']",Mohammad Ibrahim Al Sahlawi,"Russia - Saudi Arabia, 5 - 0",Duel,Saudi Arabia,1H,104.787013,Ground loose ball duel,258612144,26,24,26.0,18.0
1,Ground attacking duel,"['Take on left', 'Won', 'Accurate']",Salem Mohammed Al Dawsari,"Russia - Saudi Arabia, 5 - 0",Duel,Saudi Arabia,1H,105.54326,Ground attacking duel,258612145,26,18,26.0,9.0
1,Ground defending duel,"['Take on right', 'Lost', 'Not accurate']",Aleksandr Golovin,"Russia - Saudi Arabia, 5 - 0",Duel,Russia,1H,105.774456,Ground defending duel,258612103,74,82,74.0,91.0
7,Clearance,['Not accurate'],Yasir Gharsan Al Shahrani,"Russia - Saudi Arabia, 5 - 0",Others on the ball,Saudi Arabia,1H,107.097893,Clearance,258612146,26,9,39.0,0.0
3,Throw in,['Accurate'],M\u00e1rio Figueira Fernandes,"Russia - Saudi Arabia, 5 - 0",Free Kick,Russia,1H,119.630485,Throw in,258612105,62,100,54.0,88.0
8,Simple pass,['Accurate'],Ilya Kutepov,"Russia - Saudi Arabia, 5 - 0",Pass,Russia,1H,122.741318,Simple pass,258612107,54,88,40.0,40.0
8,Simple pass,['Accurate'],Sergei Ignashevich,"Russia - Saudi Arabia, 5 - 0",Pass,Russia,1H,125.351291,Simple pass,258612108,40,40,45.0,9.0
8,High pass,['Accurate'],Yuri Zhirkov,"Russia - Saudi Arabia, 5 - 0",Pass,Russia,1H,128.625569,High pass,258612109,45,9,97.0,16.0
1,Ground defending duel,"['Neutral', 'Accurate']",Mohammed Al Burayk,"Russia - Saudi Arabia, 5 - 0",Duel,Saudi Arabia,1H,134.089842,Ground defending duel,258612152,3,84,0.0,100.0
1,Ground attacking duel,"['Neutral', 'Accurate']",Aleksandr Golovin,"Russia - Saudi Arabia, 5 - 0",Duel,Russia,1H,134.396858,Ground attacking duel,258612114,97,16,100.0,0.0
3,Corner,"['High', 'Not accurate']",Yuri Zhirkov,"Russia - Saudi Arabia, 5 - 0",Free Kick,Russia,1H,164.159873,Corner,258612118,100,0,97.0,43.0
7,Clearance,"['Interception', 'Not accurate']",Salman Mohammed Al Faraj,"Russia - Saudi Arabia, 5 - 0",Others on the ball,Saudi Arabia,1H,166.002572,Clearance,258612160,3,57,22.0,89.0
8,Head pass,['Accurate'],Yuri Zhirkov,"Russia - Saudi Arabia, 5 - 0",Pass,Russia,1H,170.102959,Head pass,258612121,78,11,56.0,26.0
8,Simple pass,['Accurate'],M\u00e1rio Figueira Fernandes,"Russia - Saudi Arabia, 5 - 0",Pass,Russia,1H,173.192845,Simple pass,258612124,56,26,26.0,75.0
8,Launch,['Accurate'],Igor Akinfeev,"Russia - Saudi Arabia, 5 - 0",Pass,Russia,1H,179.837572,Launch,258612126,26,75,78.0,24.0
1,Ground loose ball duel,"['Won', 'Accurate']",Mohammed Al Burayk,"Russia - Saudi Arabia, 5 - 0",Duel,Saudi Arabia,1H,184.41983,Ground loose ball duel,258612170,22,76,21.0,76.0
1,Ground loose ball duel,"['Lost', 'Not accurate']",Fyodor Smolov,"Russia - Saudi Arabia, 5 - 0",Duel,Russia,1H,184.787721,Ground loose ball duel,258612128,78,24,79.0,24.0
2,Foul,[],Fyodor Smolov,"Russia - Saudi Arabia, 5 - 0",Foul,Russia,1H,186.069201,Foul,258612129,79,24,78.0,24.0
3,Free Kick,['Accurate'],Abdullah Ibrahim Al Mayouf,"Russia - Saudi Arabia, 5 - 0",Free Kick,Saudi Arabia,1H,209.13865,Free Kick,258612171,18,72,63.0,14.0
1,Ground defending duel,"['Anticipated', 'Lost', 'Not accurate']",M\u00e1rio Figueira Fernandes,"Russia - Saudi Arabia, 5 - 0",Duel,Russia,1H,212.449663,Ground defending duel,258612131,37,86,36.0,91.0
1,Ground attacking duel,"['Anticipation', 'Lost', 'Not accurate']",Salem Mohammed Al Dawsari,"Russia - Saudi Arabia, 5 - 0",Duel,Saudi Arabia,1H,212.494878,Ground attacking duel,259141725,64,9,60.0,13.0
7,Clearance,['Not accurate'],M\u00e1rio Figueira Fernandes,"Russia - Saudi Arabia, 5 - 0",Others on the ball,Russia,1H,213.87572,Clearance,258612132,40,87,69.0,77.0
8,Simple pass,['Accurate'],Omar Ibrahim Omar Othman Hawsawi,"Russia - Saudi Arabia, 5 - 0",Pass,Saudi Arabia,1H,216.19626,Simple pass,258612175,31,23,11.0,51.0
8,Launch,['Accurate'],Abdullah Ibrahim Al Mayouf,"Russia - Saudi Arabia, 5 - 0",Pass,Saudi Arabia,1H,221.258347,Launch,258612176,11,51,53.0,87.0
1,Air duel,"['Lost', 'Not accurate']",Mohammed Al Burayk,"Russia - Saudi Arabia, 5 - 0",Duel,Saudi Arabia,1H,223.676399,Air duel,258612177,53,87,54.0,100.0
1,Air duel,"['Won', 'Accurate']",Yuri Zhirkov,"Russia - Saudi Arabia, 5 - 0",Duel,Russia,1H,223.854807,Air duel,258612138,47,13,46.0,0.0
3,Throw in,['Accurate'],Mohammed Al Burayk,"Russia - Saudi Arabia, 5 - 0",Free Kick,Saudi Arabia,1H,230.570693,Throw in,258612181,54,100,60.0,88.0
1,Ground defending duel,"['Neutral', 'Accurate']",Aleksandr Golovin,"Russia - Saudi Arabia, 5 - 0",Duel,Russia,1H,232.537582,Ground defending duel,258612148,40,12,37.0,17.0
1,Ground attacking duel,"['Neutral', 'Accurate']",Taisir Jabir Al Jassim,"Russia - Saudi Arabia, 5 - 0",Duel,Saudi Arabia,1H,232.964783,Ground attacking duel,258612182,60,88,63.0,83.0
1,Ground loose ball duel,"['Neutral', 'Accurate']",Taisir Jabir Al Jassim,"Russia - Saudi Arabia, 5 - 0",Duel,Saudi Arabia,1H,234.147714,Ground loose ball duel,258612183,63,83,66.0,100.0
1,Ground loose ball duel,"['Neutral', 'Accurate']",Roman Zobnin,"Russia - Saudi Arabia, 5 - 0",Duel,Russia,1H,234.388551,Ground loose ball duel,258612150,37,17,34.0,0.0
3,Throw in,['Accurate'],Mohammed Al Burayk,"Russia - Saudi Arabia, 5 - 0",Free Kick,Saudi Arabia,1H,243.141717,Throw in,258612185,66,100,70.0,85.0
8,Simple pass,['Accurate'],Yahya Sulaiman Al Shehri,"Russia - Saudi Arabia, 5 - 0",Pass,Saudi Arabia,1H,244.505585,Simple pass,258612187,70,85,60.0,94.0
1,Ground defending duel,"['Neutral', 'Accurate']",Aleksandr Golovin,"Russia - Saudi Arabia, 5 - 0",Duel,Russia,1H,246.691508,Ground defending duel,258612151,40,6,50.0,7.0
1,Ground attacking duel,"['Neutral', 'Accurate']",Mohammed Al Burayk,"Russia - Saudi Arabia, 5 - 0",Duel,Saudi Arabia,1H,246.927364,Ground attacking duel,258612189,60,94,50.0,93.0
1,Ground defending duel,"['Neutral', 'Accurate']",Alan Dzagoev,"Russia - Saudi Arabia, 5 - 0",Duel,Russia,1H,248.506504,Ground defending duel,258612153,50,7,43.0,0.0
1,Ground attacking duel,"['Neutral', 'Accurate']",Mohammed Al Burayk,"Russia - Saudi Arabia, 5 - 0",Duel,Saudi Arabia,1H,248.618377,Ground attacking duel,258612190,50,93,57.0,100.0
3,Throw in,['Accurate'],Mohammed Al Burayk,"Russia - Saudi Arabia, 5 - 0",Free Kick,Saudi Arabia,1H,257.054411,Throw in,258612193,57,100,68.0,76.0
7,Touch,['Missed ball'],Mohammad Ibrahim Al Sahlawi,"Russia - Saudi Arabia, 5 - 0",Others on the ball,Saudi Arabia,1H,257.819301,Touch,258612194,68,76,71.0,70.0
8,Head pass,['Accurate'],Sergei Ignashevich,"Russia - Saudi Arabia, 5 - 0",Pass,Russia,1H,258.415999,Head pass,258612155,29,30,32.0,40.0
8,Head pass,['Not accurate'],Yury Gazinskiy,"Russia - Saudi Arabia, 5 - 0",Pass,Russia,1H,259.878786,Head pass,258612156,32,40,43.0,26.0
8,Simple pass,['Accurate'],Abdullah Ibrahim Otayf,"Russia - Saudi Arabia, 5 - 0",Pass,Saudi Arabia,1H,262.841401,Simple pass,258612195,57,74,46.0,83.0
8,Simple pass,['Accurate'],Mohammed Al Burayk,"Russia - Saudi Arabia, 5 - 0",Pass,Saudi Arabia,1H,263.563436,Simple pass,258612197,46,83,32.0,71.0
8,Simple pass,['Accurate'],Osama Abdulrezag Hawsawi,"Russia - Saudi Arabia, 5 - 0",Pass,Saudi Arabia,1H,265.4832,Simple pass,258612198,32,71,13.0,72.0
8,Launch,['Accurate'],Abdullah Ibrahim Al Mayouf,"Russia - Saudi Arabia, 5 - 0",Pass,Saudi Arabia,1H,270.353484,Launch,258612200,13,72,56.0,90.0
1,Air duel,"['Won', 'Accurate']",Yuri Zhirkov,"Russia - Saudi Arabia, 5 - 0",Duel,Russia,1H,272.978746,Air duel,258612158,44,10,68.0,12.0
1,Air duel,"['Lost', 'Not accurate']",Mohammed Al Burayk,"Russia - Saudi Arabia, 5 - 0",Duel,Saudi Arabia,1H,273.154361,Air duel,258612202,56,90,32.0,88.0
7,Touch,[],Fyodor Smolov,"Russia - Saudi Arabia, 5 - 0",Others on the ball,Russia,1H,274.851509,Touch,258612159,68,12,57.0,15.0
1,Ground attacking duel,"['Lost', 'Not accurate']",Taisir Jabir Al Jassim,"Russia - Saudi Arabia, 5 - 0",Duel,Saudi Arabia,1H,276.578346,Ground attacking duel,258612205,43,85,34.0,83.0
1,Ground defending duel,"['Won', 'Accurate']",Roman Zobnin,"Russia - Saudi Arabia, 5 - 0",Duel,Russia,1H,276.653542,Ground defending duel,258612161,57,15,66.0,17.0
8,Simple pass,['Accurate'],Aleksandr Golovin,"Russia - Saudi Arabia, 5 - 0",Pass,Russia,1H,277.425536,Simple pass,258612163,66,17,74.0,33.0
8,Simple pass,['Accurate'],Fyodor Smolov,"Russia - Saudi Arabia, 5 - 0",Pass,Russia,1H,278.465768,Simple pass,258612164,74,33,67.0,23.0
7,Touch,[],Aleksandr Golovin,"Russia - Saudi Arabia, 5 - 0",Others on the ball,Russia,1H,279.064653,Touch,258612165,67,23,58.0,25.0
8,Simple pass,['Accurate'],Yahya Sulaiman Al Shehri,"Russia - Saudi Arabia, 5 - 0",Pass,Saudi Arabia,1H,280.256363,Simple pass,258612209,42,75,32.0,66.0
8,Simple pass,['Accurate'],Abdullah Ibrahim Otayf,"Russia - Saudi Arabia, 5 - 0",Pass,Saudi Arabia,1H,281.074453,Simple pass,258612210,32,66,37.0,72.0
8,High pass,['Accurate'],Taisir Jabir Al Jassim,"Russia - Saudi Arabia, 5 - 0",Pass,Saudi Arabia,1H,282.546553,High pass,258612211,37,72,69.0,61.0
8,Simple pass,['Accurate'],Mohammad Ibrahim Al Sahlawi,"Russia - Saudi Arabia, 5 - 0",Pass,Saudi Arabia,1H,286.047782,Simple pass,258612213,69,61,68.0,46.0
8,Simple pass,['Accurate'],Salem Mohammed Al Dawsari,"Russia - Saudi Arabia, 5 - 0",Pass,Saudi Arabia,1H,291.969977,Simple pass,258612220,68,46,64.0,93.0
8,Simple pass,['Accurate'],Mohammed Al Burayk,"Russia - Saudi Arabia, 5 - 0",Pass,Saudi Arabia,1H,295.277799,Simple pass,258612223,64,93,69.0,76.0
8,Simple pass,['Accurate'],Salem Mohammed Al Dawsari,"Russia - Saudi Arabia, 5 - 0",Pass,Saudi Arabia,1H,296.998921,Simple pass,258612225,69,76,64.0,91.0
8,Simple pass,['Accurate'],Mohammed Al Burayk,"Russia - Saudi Arabia, 5 - 0",Pass,Saudi Arabia,1H,298.461997,Simple pass,258612227,64,91,62.0,69.0
8,Simple pass,['Accurate'],Salem Mohammed Al Dawsari,"Russia - Saudi Arabia, 5 - 0",Pass,Saudi Arabia,1H,300.55552,Simple pass,258612230,62,69,65.0,70.0
8,Simple pass,['Accurate'],Abdullah Ibrahim Otayf,"Russia - Saudi Arabia, 5 - 0",Pass,Saudi Arabia,1H,301.280907,Simple pass,258612231,65,70,62.0,88.0
8,Simple pass,['Accurate'],Mohammed Al Burayk,"Russia - Saudi Arabia, 5 - 0",Pass,Saudi Arabia,1H,302.488676,Simple pass,258612232,62,88,73.0,92.0
8,Simple pass,['Accurate'],Yahya Sulaiman Al Shehri,"Russia - Saudi Arabia, 5 - 0",Pass,Saudi Arabia,1H,303.812681,Simple pass,258612234,73,92,63.0,83.0
8,Simple pass,['Accurate'],Abdullah Ibrahim Otayf,"Russia - Saudi Arabia, 5 - 0",Pass,Saudi Arabia,1H,304.441548,Simple pass,258612235,63,83,70.0,92.0
8,Simple pass,['Accurate'],Yahya Sulaiman Al Shehri,"Russia - Saudi Arabia, 5 - 0",Pass,Saudi Arabia,1H,304.915705,Simple pass,258612236,70,92,58.0,89.0
8,Simple pass,['Accurate'],Mohammed Al Burayk,"Russia - Saudi Arabia, 5 - 0",Pass,Saudi Arabia,1H,306.749087,Simple pass,258612237,58,89,31.0,58.0
8,Simple pass,['Accurate'],Abdullah Ibrahim Al Mayouf,"Russia - Saudi Arabia, 5 - 0",Pass,Saudi Arabia,1H,310.560747,Simple pass,258612238,31,58,41.0,21.0
1,Ground defending duel,"['Take on right', 'Sliding tackle', 'Lost', 'Not accurate']",Alexandr Samedov,"Russia - Saudi Arabia, 5 - 0",Duel,Russia,1H,313.242265,Ground defending duel,258612180,59,79,53.0,92.0
1,Ground attacking duel,"['Take on left', 'Won', 'Accurate']",Omar Ibrahim Omar Othman Hawsawi,"Russia - Saudi Arabia, 5 - 0",Duel,Saudi Arabia,1H,313.753581,Ground attacking duel,258612239,41,21,47.0,8.0
7,Acceleration,['Accurate'],Omar Ibrahim Omar Othman Hawsawi,"Russia - Saudi Arabia, 5 - 0",Others on the ball,Saudi Arabia,1H,316.542898,Acceleration,258612240,47,8,65.0,14.0
8,Simple pass,['Accurate'],Omar Ibrahim Omar Othman Hawsawi,"Russia - Saudi Arabia, 5 - 0",Pass,Saudi Arabia,1H,318.403549,Simple pass,258612242,65,14,74.0,5.0
8,Simple pass,['Accurate'],Yasir Gharsan Al Shahrani,"Russia - Saudi Arabia, 5 - 0",Pass,Saudi Arabia,1H,320.450986,Simple pass,258612245,74,5,76.0,5.0
8,Simple pass,['Accurate'],Salman Mohammed Al Faraj,"Russia - Saudi Arabia, 5 - 0",Pass,Saudi Arabia,1H,323.560929,Simple pass,258612256,76,5,71.0,22.0
8,Simple pass,['Accurate'],Salem Mohammed Al Dawsari,"Russia - Saudi Arabia, 5 - 0",Pass,Saudi Arabia,1H,325.272369,Simple pass,258612246,71,22,87.0,27.0
10,Shot,"['Right foot', 'Blocked', 'Not accurate']",Yasir Gharsan Al Shahrani,"Russia - Saudi Arabia, 5 - 0",Shot,Saudi Arabia,1H,327.142941,Shot,258612248,87,27,100.0,100.0
7,Touch,['Interception'],Ilya Kutepov,"Russia - Saudi Arabia, 5 - 0",Others on the ball,Russia,1H,328.484405,Touch,258612186,13,71,13.0,62.0
7,Touch,[],Roman Zobnin,"Russia - Saudi Arabia, 5 - 0",Others on the ball,Russia,1H,330.512514,Touch,258612188,13,62,4.0,89.0
1,Ground defending duel,"['Won', 'Accurate']",Yasir Gharsan Al Shahrani,"Russia - Saudi Arabia, 5 - 0",Duel,Saudi Arabia,1H,331.344731,Ground defending duel,258612251,96,11,92.0,7.0
8,Simple pass,['Accurate'],Yasir Gharsan Al Shahrani,"Russia - Saudi Arabia, 5 - 0",Pass,Saudi Arabia,1H,335.177034,Simple pass,258612254,92,7,84.0,7.0
8,Simple pass,['Accurate'],Salman Mohammed Al Faraj,"Russia - Saudi Arabia, 5 - 0",Pass,Saudi Arabia,1H,336.420479,Simple pass,258612257,84,7,82.0,14.0
8,Smart pass,['Not accurate'],Salem Mohammed Al Dawsari,"Russia - Saudi Arabia, 5 - 0",Pass,Saudi Arabia,1H,336.529855,Smart pass,259141707,82,14,86.0,8.0
7,Clearance,"['Interception', 'Not accurate']",M\u00e1rio Figueira Fernandes,"Russia - Saudi Arabia, 5 - 0",Others on the ball,Russia,1H,339.342111,Clearance,258612192,14,92,40.0,100.0
3,Throw in,['Accurate'],Yasir Gharsan Al Shahrani,"Russia - Saudi Arabia, 5 - 0",Free Kick,Saudi Arabia,1H,351.645264,Throw in,258612268,71,0,61.0,7.0
8,Simple pass,['Accurate'],Abdullah Ibrahim Otayf,"Russia - Saudi Arabia, 5 - 0",Pass,Saudi Arabia,1H,352.862378,Simple pass,258612270,61,7,67.0,5.0
8,Simple pass,['Accurate'],Yasir Gharsan Al Shahrani,"Russia - Saudi Arabia, 5 - 0",Pass,Saudi Arabia,1H,353.091206,Simple pass,258612271,67,5,62.0,17.0
8,Simple pass,['Accurate'],Salem Mohammed Al Dawsari,"Russia - Saudi Arabia, 5 - 0",Pass,Saudi Arabia,1H,355.493335,Simple pass,258612273,62,17,56.0,70.0
8,Simple pass,['Accurate'],Mohammed Al Burayk,"Russia - Saudi Arabia, 5 - 0",Pass,Saudi Arabia,1H,358.987496,Simple pass,258612275,56,70,71.0,90.0
8,Simple pass,['Accurate'],Yahya Sulaiman Al Shehri,"Russia - Saudi Arabia, 5 - 0",Pass,Saudi Arabia,1H,362.342636,Simple pass,258612277,71,90,81.0,86.0
1,Ground defending duel,"['Lost', 'Not accurate']",Yury Gazinskiy,"Russia - Saudi Arabia, 5 - 0",Duel,Russia,1H,364.242076,Ground defending duel,258612201,19,14,16.0,7.0
1,Ground attacking duel,"['Won', 'Accurate']",Taisir Jabir Al Jassim,"Russia - Saudi Arabia, 5 - 0",Duel,Saudi Arabia,1H,366.383159,Ground attacking duel,258612284,81,86,84.0,93.0
1,Ground defending duel,"['Neutral', 'Accurate']",Yuri Zhirkov,"Russia - Saudi Arabia, 5 - 0",Duel,Russia,1H,366.900568,Ground defending duel,258612204,16,7,13.0,0.0
3,Throw in,['Accurate'],Taisir Jabir Al Jassim,"Russia - Saudi Arabia, 5 - 0",Free Kick,Saudi Arabia,1H,370.59256,Throw in,258612286,87,100,72.0,88.0
8,Simple pass,['Accurate'],Mohammed Al Burayk,"Russia - Saudi Arabia, 5 - 0",Pass,Saudi Arabia,1H,373.118828,Simple pass,258612287,72,88,86.0,96.0
8,Simple pass,['Accurate'],Taisir Jabir Al Jassim,"Russia - Saudi Arabia, 5 - 0",Pass,Saudi Arabia,1H,373.972036,Simple pass,258612289,86,96,82.0,86.0
1,Ground loose ball duel,"['Won', 'Accurate']",Yury Gazinskiy,"Russia - Saudi Arabia, 5 - 0",Duel,Russia,1H,374.58905,Ground loose ball duel,258612206,18,14,24.0,11.0
8,Simple pass,['Accurate'],Yury Gazinskiy,"Russia - Saudi Arabia, 5 - 0",Pass,Russia,1H,375.537956,Simple pass,258612207,24,11,20.0,11.0
1,Ground attacking duel,"['Anticipation', 'Neutral', 'Accurate']",Aleksandr Golovin,"Russia - Saudi Arabia, 5 - 0",Duel,Russia,1H,375.585055,Ground attacking duel,258612208,20,11,23.0,0.0
1,Ground defending duel,"['Anticipated', 'Neutral', 'Accurate']",Taisir Jabir Al Jassim,"Russia - Saudi Arabia, 5 - 0",Duel,Saudi Arabia,1H,375.654731,Ground defending duel,258612290,80,89,77.0,100.0
3,Throw in,['Accurate'],Mohammed Al Burayk,"Russia - Saudi Arabia, 5 - 0",Free Kick,Saudi Arabia,1H,382.226623,Throw in,258612292,77,100,77.0,91.0
8,Simple pass,['Accurate'],Yahya Sulaiman Al Shehri,"Russia - Saudi Arabia, 5 - 0",Pass,Saudi Arabia,1H,383.540629,Simple pass,258612293,77,91,80.0,92.0
8,Simple pass,['Not accurate'],Mohammed Al Burayk,"Russia - Saudi Arabia, 5 - 0",Pass,Saudi Arabia,1H,386.028377,Simple pass,258612294,80,92,80.0,84.0
